PostID,UserID,PostDateTime,PostContent,Hashtags,PostTopic,Likes,Shares,Comments,UserFollowers,UserFollowing,UserLocation,UserAge,UserGender,SentimentScore
2252,1877,05-07-2023 07:42,Celebrity update: The latest music release is topping the charts. #music,#music,Entertainment,798,437,50,81489,3347,North Colleenhaven,57,,
2253,3870,"August 06, 2023 19:50:15",Political update: Today's debate on election integrity was intense. #debate #election,"#debate, #election",Politics,258,165,174,24857,1531,East Amanda,51,,
2254,4200,29-11-2023 00:59,Stay informed: New government policies are reshaping public discourse. #debate,#debate,Politics,797,445,224,44965,4429,Adamburgh,54,Female,-0.96
2255,1048,"February 12, 2023 08:39:45",Lifestyle tips: Small changes can make a big difference in your daily routine. #food #health,"#food, #health",Lifestyle,148,24,260,62911,3724,Burkeberg,23,,
2256,4747,05-08-2023 04:55,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,866,97,221,8437,3232,Donnahaven,50,Male,-0.16
2257,3836,"October 14, 2023 23:53:49",Sports update: The championship match had fans on the edge of their seats. #olympics #football,"#olympics, #football",Sports,389,267,222,77770,4495,Curtistown,69,Female,0.32
2258,1292,08/24/2023 01:48 PM,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #food #health,"#travel, #food, #health",Lifestyle,987,149,268,1939,3201,Williamsfurt,24,Female,-0.06
2259,2651,27-07-2023 15:39,Lifestyle tips: Small changes can make a big difference in your daily routine. #health #food,"#health, #food",Lifestyle,415,392,297,82822,3837,Garyview,54,Male,-0.95
2260,1535,07-01-2023 08:32,Celebrity update: The latest music release is topping the charts. #movies #celebrity,"#movies, #celebrity",Entertainment,425,251,73,75826,1823,Port Paulchester,75,Male,0.27
2261,1310,02/02/2023 02:28 AM,Breaking news: Major policy changes have sparked debates in the parliament. #policy,#policy,Politics,996,83,113,53202,1401,Matthewtown,21,,
2262,1536,"December 12, 2023 10:03:38",Incredible performance today—truly a masterclass in sportsmanship. #olympics #basketball,"#olympics, #basketball",Sports,701,284,218,17802,1367,Sarahville,34,Female,-0.69
2263,2926,10-09-2023 20:06,Stay informed: New government policies are reshaping public discourse. #debate #election #policy,"#debate, #election, #policy",Politics,216,171,53,16459,4329,East Susan,50,Male,0.78
2264,3686,02/02/2023 02:32 AM,Sports update: The championship match had fans on the edge of their seats. #football #basketball,"#football, #basketball",Sports,927,220,199,88138,2080,Nicolefurt,69,Male,-0.64
2265,1233,"January 23, 2023 09:42:20",Living my best life—enjoying every moment and embracing wellness. #food #travel,"#food, #travel",Lifestyle,866,108,130,32614,261,Norrishaven,79,Other,-0.15
2266,2232,09-02-2023 18:09,Attended an inspiring tech conference—innovations are on the horizon. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,85,26,191,77626,1324,Sethtown,42,Male,0.05
2267,3652,27-02-2023 03:18,Stay informed: New government policies are reshaping public discourse. #election #debate,"#election, #debate",Politics,215,245,178,43318,4312,North Stanleymouth,38,Male,-0.37
2268,3141,"June 05, 2023 09:38:36",Breaking news: Major policy changes have sparked debates in the parliament. #policy,#policy,Politics,422,54,286,3040,3664,East Jesse,66,Male,0.0
2269,3374,11/20/2023 01:04 AM,Celebrity update: The latest music release is topping the charts. #celebrity #movies,"#celebrity, #movies",Entertainment,319,464,239,24053,3784,Port Johnport,44,Female,0.44
2270,3272,01-03-2023 16:11,Breaking news: Major policy changes have sparked debates in the parliament. #debate #policy,"#debate, #policy",Politics,117,132,244,61505,1235,Carolstad,34,Male,0.43
2271,1966,"June 13, 2023 22:19:49",What a game! That last-minute goal was simply unforgettable. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,925,51,116,73034,924,South Audreyborough,20,Female,0.84
2272,1889,19-08-2023 22:55,Attended an inspiring tech conference—innovations are on the horizon. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,958,492,207,38326,4552,Lake Monica,78,Male,0.72
2273,4863,"August 01, 2023 04:08:46",What a game! That last-minute goal was simply unforgettable. #football #basketball,"#football, #basketball",Sports,881,252,211,2152,3513,New Jillport,26,Female,0.97
2274,3058,09-11-2023 11:03,Just watched an amazing movie—highly recommend it to all film lovers. #music,#music,Entertainment,991,268,258,55706,2535,West Annaville,17,Male,0.19
2275,4400,2023-08-26 17:38:58,Incredible performance today—truly a masterclass in sportsmanship. #basketball #olympics #football,"#basketball, #olympics, #football",Sports,414,297,162,44912,4550,Port Adamburgh,25,Male,-0.2
2276,4083,05/05/2023 05:03 PM,Sports update: The championship match had fans on the edge of their seats. #football,#football,Sports,598,398,225,6405,4420,Nelsontown,36,Female,-0.52
2277,1034,06/29/2023 08:22 AM,Just watched an amazing movie—highly recommend it to all film lovers. #movies #music #celebrity,"#movies, #music, #celebrity",Entertainment,39,78,63,8507,3448,Johnstonville,47,Other,-0.51
2278,1446,2023-02-21 04:13:10,Entertainment buzz: A star-studded event lit up the night. #celebrity #music #movies,"#celebrity, #music, #movies",Entertainment,160,17,245,885,4937,North Dylan,38,Female,-0.7
2279,4523,"January 30, 2023 08:08:57",Political update: Today's debate on election integrity was intense. #debate #policy,"#debate, #policy",Politics,702,305,17,67271,185,Brittneyberg,50,Male,0.45
2280,2763,05/14/2023 03:14 PM,Attended an inspiring tech conference—innovations are on the horizon. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,536,257,33,79915,382,Wandahaven,46,Female,0.31
2281,4291,"January 10, 2023 09:41:01",Living my best life—enjoying every moment and embracing wellness. #travel #food #health,"#travel, #food, #health",Lifestyle,419,342,180,14372,1076,North Lisa,46,Female,-0.42
2282,3488,03-09-2023 10:04,Breaking news: Major policy changes have sparked debates in the parliament. #election #debate #policy,"#election, #debate, #policy",Politics,663,106,193,10591,3283,West Lucasmouth,31,Female,0.78
2283,3700,2023-12-05 05:02:59,Tech update: A breakthrough in AI is set to transform the industry. #AI,#AI,Technology,94,396,191,77580,1585,Ashleyland,15,Female,0.1
2284,2558,"August 03, 2023 01:37:20",Incredible performance today—truly a masterclass in sportsmanship. #football #olympics,"#football, #olympics",Sports,441,490,66,3209,2174,Jessicamouth,48,Other,-0.86
2285,1594,"February 01, 2023 08:57:06",Entertainment buzz: A star-studded event lit up the night. #movies #celebrity #music,"#movies, #celebrity, #music",Entertainment,934,451,208,12615,2282,Fryeview,16,Male,-0.88
2286,3025,10/29/2023 11:11 PM,Tech update: A breakthrough in AI is set to transform the industry. #innovation #startup #AI,"#innovation, #startup, #AI",Technology,557,46,166,37872,4007,West Christianberg,38,Female,-0.71
2287,3276,12-05-2023 14:19,Tech update: A breakthrough in AI is set to transform the industry. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,972,245,245,22240,2667,Lake Michele,15,,
2288,1343,06/28/2023 06:58 AM,Celebrity update: The latest music release is topping the charts. #celebrity #movies,"#celebrity, #movies",Entertainment,649,88,244,73081,1002,South Kimberlymouth,61,,
2289,2103,13-10-2023 16:29,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #food #health,"#travel, #food, #health",Lifestyle,982,202,165,33152,3419,South Matthewfort,21,Female,0.56
2290,4424,10/06/2023 06:55 PM,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #music #movies,"#celebrity, #music, #movies",Entertainment,465,433,295,44641,3403,Nelsonmouth,58,Female,-0.6
2291,2419,"November 04, 2023 07:41:16",What a game! That last-minute goal was simply unforgettable. #basketball #football #olympics,"#basketball, #football, #olympics",Sports,287,239,210,2513,2036,East Paul,78,Female,-0.5
2292,2313,"March 16, 2023 12:53:30",Stay informed: New government policies are reshaping public discourse. #debate #policy,"#debate, #policy",Politics,864,489,132,18127,4617,Justinton,26,Female,0.27
2293,2478,2023-04-11 09:29:23,Living my best life—enjoying every moment and embracing wellness. #health #food,"#health, #food",Lifestyle,675,267,196,72871,3513,West Angela,15,Female,0.74
2294,4914,"July 19, 2023 07:43:27",What a game! That last-minute goal was simply unforgettable. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,411,12,48,9419,214,Palmermouth,14,Other,-0.37
2295,4742,"July 31, 2023 13:39:13",Incredible performance today—truly a masterclass in sportsmanship. #basketball,#basketball,Sports,399,136,63,28148,2041,Shepherdville,45,Male,0.05
2296,4036,"December 24, 2023 19:17:02",Attended an inspiring tech conference—innovations are on the horizon. #AI #startup,"#AI, #startup",Technology,527,314,111,58713,2755,Carlsonshire,22,Other,0.78
2297,2151,"February 10, 2023 08:31:09",Celebrity update: The latest music release is topping the charts. #movies #music #celebrity,"#movies, #music, #celebrity",Entertainment,17,172,184,30472,1789,Herrerashire,65,Male,0.54
2298,4773,2023-06-23 13:08:35,Sports update: The championship match had fans on the edge of their seats. #olympics #basketball #football,"#olympics, #basketball, #football",Sports,135,229,103,71971,4309,West Heatherfort,56,Female,0.78
2299,3956,29-10-2023 22:13,Tech update: A breakthrough in AI is set to transform the industry. #startup #AI,"#startup, #AI",Technology,463,197,212,93990,153,West Linda,50,Male,-0.44
2300,4614,2023-11-11 22:06:02,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel,#travel,Lifestyle,758,490,4,49895,4741,Elizabethside,33,Male,0.38
2301,2921,2023-02-13 02:09:06,Incredible performance today—truly a masterclass in sportsmanship. #football,#football,Sports,247,242,118,64907,4265,North Tammy,47,Female,-0.77
2302,2382,10/03/2023 10:40 PM,What a game! That last-minute goal was simply unforgettable. #olympics #football,"#olympics, #football",Sports,842,42,248,64494,1177,Lambhaven,79,Male,0.23
2303,3574,25-04-2023 07:00,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity,#celebrity,Entertainment,709,329,166,92990,413,East Jonathanton,34,Other,-0.39
2304,4384,05/11/2023 06:15 AM,Celebrity update: The latest music release is topping the charts. #movies,#movies,Entertainment,0,278,241,41085,1619,West Billy,32,Male,0.4
2305,3122,2023-01-03 14:24:55,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,701,78,279,70443,418,South John,20,,
2306,2569,"May 12, 2023 14:21:15",Stay informed: New government policies are reshaping public discourse. #policy #election,"#policy, #election",Politics,380,428,237,15050,3999,Clairefort,63,Female,0.33
2307,2894,23-08-2023 00:20,Living my best life—enjoying every moment and embracing wellness. #health #travel,"#health, #travel",Lifestyle,508,278,204,71972,3807,Port Shawn,38,Female,0.42
2308,3243,"November 01, 2023 00:34:28",Lifestyle tips: Small changes can make a big difference in your daily routine. #health,#health,Lifestyle,459,231,0,6624,3447,New Felicia,63,Female,0.71
2309,2866,2023-06-12 18:38:38,Incredible performance today—truly a masterclass in sportsmanship. #football #basketball,"#football, #basketball",Sports,504,100,170,83045,4280,Danielville,77,Male,0.37
2310,1028,2023-10-09 14:23:11,Political update: Today's debate on election integrity was intense. #election,#election,Politics,805,161,166,61274,2142,West Jeffrey,38,Female,0.05
2311,1705,2023-10-16 04:47:32,Breaking: A startup's new product is creating major buzz in the tech world. #AI #startup,"#AI, #startup",Technology,475,143,257,38590,1565,Brendanfurt,59,,
2312,2020,12-10-2023 00:24,Celebrity update: The latest music release is topping the charts. #movies #music #celebrity,"#movies, #music, #celebrity",Entertainment,556,446,62,50320,644,Elizabethhaven,55,Other,-0.43
2313,3063,06/28/2023 02:39 AM,Stay informed: New government policies are reshaping public discourse. #election #debate #policy,"#election, #debate, #policy",Politics,953,108,271,41998,1495,North Colin,21,Female,0.35
2314,2446,12/13/2023 10:48 AM,Tech update: A breakthrough in AI is set to transform the industry. #AI #startup,"#AI, #startup",Technology,848,434,36,36966,3672,Huffmanshire,47,Female,0.45
2315,4660,"April 24, 2023 10:01:54",Tech update: A breakthrough in AI is set to transform the industry. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,896,232,15,15365,815,North Ariana,31,Female,-0.21
2316,3852,08-02-2023 15:50,Entertainment buzz: A star-studded event lit up the night. #celebrity #movies,"#celebrity, #movies",Entertainment,31,110,253,75300,3266,East Matthewchester,60,Female,0.98
2317,4664,"August 27, 2023 13:08:20",What a game! That last-minute goal was simply unforgettable. #basketball,#basketball,Sports,903,415,26,93859,1390,Christensenshire,40,,
2318,4476,"December 28, 2023 02:52:42",Entertainment buzz: A star-studded event lit up the night. #celebrity #music #movies,"#celebrity, #music, #movies",Entertainment,117,421,110,29930,1636,North Rebeccafurt,15,Female,-0.83
2319,3987,06/03/2023 07:21 AM,Attended an inspiring tech conference—innovations are on the horizon. #innovation #startup,"#innovation, #startup",Technology,807,231,232,79238,3700,Lake Deborah,30,Male,-0.39
2320,2659,22-01-2023 09:17,Breaking news: Major policy changes have sparked debates in the parliament. #policy,#policy,Politics,183,439,63,10617,4681,South Ryan,25,Male,-0.8
2321,4602,2023-06-22 16:53:15,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #health,"#travel, #health",Lifestyle,190,237,96,82195,683,Haydenfurt,39,Male,-0.32
2322,1966,"October 09, 2023 23:45:41",Living my best life—enjoying every moment and embracing wellness. #health #travel #food,"#health, #travel, #food",Lifestyle,746,196,266,8195,4806,Lake Melanie,52,Female,-0.74
2323,4685,2023-06-18 14:56:14,Stay informed: New government policies are reshaping public discourse. #policy,#policy,Politics,749,272,231,47485,508,New Rachelfurt,51,Female,-0.12
2324,4975,01-07-2023 10:02,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #travel #health,"#food, #travel, #health",Lifestyle,727,85,47,50395,2522,New Zachary,70,Female,0.56
2325,4148,"April 18, 2023 17:34:52",Entertainment buzz: A star-studded event lit up the night. #music #celebrity,"#music, #celebrity",Entertainment,73,294,209,22377,1730,West Dylanfort,69,Female,-0.87
2326,3276,2023-09-08 20:52:50,Exploring new travel destinations and delicious cuisines—life is an adventure. #food #travel,"#food, #travel",Lifestyle,622,40,75,89361,4900,Lake Robert,36,Female,0.13
2327,4009,2023-02-16 11:52:16,Lifestyle tips: Small changes can make a big difference in your daily routine. #health #travel,"#health, #travel",Lifestyle,102,47,246,85530,1943,Jamesville,34,Male,-0.91
2328,4368,06/10/2023 12:44 PM,Attended an inspiring tech conference—innovations are on the horizon. #startup #AI #innovation,"#startup, #AI, #innovation",Technology,870,465,67,96814,2165,East Rebecca,63,Male,0.77
2329,4581,18-07-2023 04:07,Exploring new travel destinations and delicious cuisines—life is an adventure. #food,#food,Lifestyle,585,411,63,53314,558,Hayeshaven,50,Male,0.84
2330,3762,08-03-2023 13:18,Breaking news: Major policy changes have sparked debates in the parliament. #election,#election,Politics,419,76,181,40665,785,West Markburgh,73,Male,-0.02
2331,4031,13-01-2023 10:36,Breaking: A startup's new product is creating major buzz in the tech world. #AI #innovation #startup,"#AI, #innovation, #startup",Technology,472,177,79,66586,2801,North Christinabury,61,Male,0.54
2332,1572,"September 05, 2023 17:14:54",Incredible performance today—truly a masterclass in sportsmanship. #football #basketball #olympics,"#football, #basketball, #olympics",Sports,763,489,202,48982,2221,North William,35,Female,0.19
2333,4609,05/19/2023 07:36 AM,Tech update: A breakthrough in AI is set to transform the industry. #startup #AI,"#startup, #AI",Technology,113,256,181,53922,2893,Keithchester,16,Male,-0.32
2334,2606,"August 10, 2023 16:52:31",Sports update: The championship match had fans on the edge of their seats. #basketball,#basketball,Sports,378,116,213,2020,341,Lake Danielfort,49,Male,-0.51
2335,1614,27-07-2023 07:22,Celebrity update: The latest music release is topping the charts. #movies #music,"#movies, #music",Entertainment,312,433,119,9976,4566,Port Gina,18,Other,0.52
2336,1325,"December 27, 2023 16:39:35",Living my best life—enjoying every moment and embracing wellness. #health,#health,Lifestyle,329,18,240,22096,1968,Kellyview,40,Other,-0.14
2337,4434,2023-05-29 22:03:39,Entertainment buzz: A star-studded event lit up the night. #movies,#movies,Entertainment,338,481,201,6519,861,Hendersonhaven,20,Female,0.84
2338,4740,"October 18, 2023 05:01:33",Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #health,"#travel, #health",Lifestyle,237,58,291,9260,2147,Port Sandramouth,32,Male,0.95
2339,3922,"January 29, 2023 15:29:28",Stay informed: New government policies are reshaping public discourse. #policy,#policy,Politics,172,195,53,31806,2059,Elizabethborough,28,Female,-0.58
2340,1358,13-03-2023 08:49,Breaking: A startup's new product is creating major buzz in the tech world. #AI,#AI,Technology,78,106,144,39040,4328,Christophershire,25,Female,0.12
2341,4777,2023-09-17 20:02:36,Incredible performance today—truly a masterclass in sportsmanship. #football,#football,Sports,463,450,85,38798,4392,Lauraton,74,,
2342,2810,07-06-2023 01:15,Exploring new travel destinations and delicious cuisines—life is an adventure. #food #health #travel,"#food, #health, #travel",Lifestyle,897,424,21,69444,699,East Mariamouth,78,Female,0.74
2343,3371,2023-09-17 12:20:23,Attended an inspiring tech conference—innovations are on the horizon. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,604,393,291,44375,2647,Jenniferfurt,65,Male,0.38
2344,2721,2023-09-21 07:22:54,Entertainment buzz: A star-studded event lit up the night. #music #movies,"#music, #movies",Entertainment,963,283,235,47524,610,Stevenschester,40,Other,0.21
2345,2349,2023-01-29 06:24:26,Celebrity update: The latest music release is topping the charts. #celebrity,#celebrity,Entertainment,500,33,28,37606,819,Port Jessicaview,30,,
2346,4696,21-02-2023 08:41,Incredible performance today—truly a masterclass in sportsmanship. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,561,294,182,22979,4701,North Markstad,19,Male,-0.22
2347,4896,2023-12-10 20:10:25,Stay informed: New government policies are reshaping public discourse. #election #policy,"#election, #policy",Politics,284,494,159,79240,553,Patriciaport,33,Male,0.92
2348,1164,06/09/2023 03:27 PM,Tech update: A breakthrough in AI is set to transform the industry. #startup #innovation #AI,"#startup, #innovation, #AI",Technology,222,250,17,20873,677,West Aliciaborough,53,Male,-0.88
2349,2596,04/22/2023 04:42 AM,Living my best life—enjoying every moment and embracing wellness. #health #food #travel,"#health, #food, #travel",Lifestyle,592,125,37,79444,3434,Serranoton,51,Female,-0.94
2350,2627,03/02/2023 03:53 PM,Living my best life—enjoying every moment and embracing wellness. #travel #food #health,"#travel, #food, #health",Lifestyle,265,338,100,78670,3912,Lake Nicolashaven,22,Male,-0.17
2351,3845,11/07/2023 10:26 AM,Sports update: The championship match had fans on the edge of their seats. #football,#football,Sports,666,105,289,3984,3409,North Kyle,43,Male,-0.69
2352,3502,11-09-2023 19:04,Tech update: A breakthrough in AI is set to transform the industry. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,372,439,172,99136,4306,Crystalview,54,Male,0.09
2353,2176,"March 05, 2023 10:32:20",Exploring new travel destinations and delicious cuisines—life is an adventure. #health,#health,Lifestyle,232,179,66,83601,2224,Port Jameston,71,Male,-0.98
2354,4808,"October 05, 2023 16:23:51",Sports update: The championship match had fans on the edge of their seats. #football,#football,Sports,910,109,190,31903,3577,Lake James,50,Other,-0.08
2355,2150,12/04/2023 07:14 AM,What a game! That last-minute goal was simply unforgettable. #basketball #football #olympics,"#basketball, #football, #olympics",Sports,827,227,42,20163,2587,Dawnview,55,Other,-0.41
2356,1192,"November 23, 2023 18:48:25",Political update: Today's debate on election integrity was intense. #policy #debate #election,"#policy, #debate, #election",Politics,235,120,122,20336,2336,Allenville,14,Male,-0.6
2357,3674,12/28/2023 03:47 PM,Attended an inspiring tech conference—innovations are on the horizon. #AI,#AI,Technology,670,106,277,31362,2273,Chapmanville,18,Male,-0.11
2358,4845,10/14/2023 09:30 PM,Breaking news: Major policy changes have sparked debates in the parliament. #debate #policy #election,"#debate, #policy, #election",Politics,916,130,195,51679,2307,Johntown,41,Female,0.71
2359,3577,"February 27, 2023 15:41:02",Celebrity update: The latest music release is topping the charts. #celebrity,#celebrity,Entertainment,827,22,124,82343,3630,East Danielport,42,,
2360,4081,"September 04, 2023 13:20:24",Stay informed: New government policies are reshaping public discourse. #policy,#policy,Politics,762,144,95,70817,2045,West Jeffrey,52,Male,-0.68
2361,1091,2023-03-03 05:38:37,Incredible performance today—truly a masterclass in sportsmanship. #basketball #football,"#basketball, #football",Sports,313,326,156,60436,683,Courtneychester,49,,
2362,1138,01/06/2023 11:59 PM,Incredible performance today—truly a masterclass in sportsmanship. #basketball #football,"#basketball, #football",Sports,936,153,39,97198,550,North Frances,19,Male,0.86
2363,1480,"August 16, 2023 12:53:26",Stay informed: New government policies are reshaping public discourse. #debate #policy,"#debate, #policy",Politics,941,106,172,18584,1613,East Haleyfurt,62,Male,-0.12
2364,3496,"January 10, 2023 05:39:28",Entertainment buzz: A star-studded event lit up the night. #celebrity #movies,"#celebrity, #movies",Entertainment,812,145,172,94709,4125,Carrville,30,Female,-0.06
2365,2356,"October 13, 2023 12:47:57",Sports update: The championship match had fans on the edge of their seats. #football,#football,Sports,379,251,119,63126,1224,Lake Margaretmouth,20,Male,0.88
2366,3916,2023-10-20 04:28:27,Attended an inspiring tech conference—innovations are on the horizon. #AI,#AI,Technology,793,493,272,78604,1648,Port Mitchellchester,67,Male,-0.73
2367,1339,09/24/2023 01:43 AM,Living my best life—enjoying every moment and embracing wellness. #health #food #travel,"#health, #food, #travel",Lifestyle,613,301,260,13380,2208,Thomasborough,60,Female,0.47
2368,2075,01/31/2023 05:46 PM,Tech update: A breakthrough in AI is set to transform the industry. #innovation #startup,"#innovation, #startup",Technology,562,69,280,2854,3763,Port Shanefort,70,Female,-0.4
2369,4778,05-07-2023 04:18,Exploring new travel destinations and delicious cuisines—life is an adventure. #food #travel,"#food, #travel",Lifestyle,419,30,123,83492,2034,Aaronshire,28,Male,0.73
2370,3513,2023-09-17 02:25:41,Tech update: A breakthrough in AI is set to transform the industry. #innovation #AI,"#innovation, #AI",Technology,51,92,277,50358,569,Stephanieberg,37,Male,-0.89
2371,3765,2023-12-04 12:57:19,Entertainment buzz: A star-studded event lit up the night. #music,#music,Entertainment,720,136,92,43486,1967,Novakshire,41,Female,0.98
2372,1798,12/25/2023 09:15 PM,Sports update: The championship match had fans on the edge of their seats. #olympics,#olympics,Sports,818,373,34,31465,1378,Debbiefurt,20,Female,0.54
2373,1474,16-08-2023 10:45,Tech update: A breakthrough in AI is set to transform the industry. #innovation,#innovation,Technology,642,162,127,81453,982,East Daniellestad,67,Female,-0.43
2374,3448,26-03-2023 22:50,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #health,"#travel, #health",Lifestyle,508,80,19,29704,1591,Ericburgh,64,Male,0.52
2375,2462,06/03/2023 04:55 AM,Incredible performance today—truly a masterclass in sportsmanship. #basketball #olympics #football,"#basketball, #olympics, #football",Sports,781,315,260,1903,457,Andersonville,38,Male,0.85
2376,4949,"July 11, 2023 04:56:21",Political update: Today's debate on election integrity was intense. #election,#election,Politics,944,75,166,8372,1581,North James,37,Male,-0.77
2377,1604,2023-10-07 00:31:48,Entertainment buzz: A star-studded event lit up the night. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,204,62,235,97086,673,Christinemouth,38,Male,0.83
2378,3979,17-06-2023 10:39,Tech update: A breakthrough in AI is set to transform the industry. #AI,#AI,Technology,730,99,31,81304,2816,Ralphtown,59,Male,-0.28
2379,4044,"August 04, 2023 01:38:09",Celebrity update: The latest music release is topping the charts. #movies #music,"#movies, #music",Entertainment,256,435,230,27217,4697,Grahamstad,13,Female,-0.99
2380,3969,04-02-2023 00:09,Entertainment buzz: A star-studded event lit up the night. #music,#music,Entertainment,184,47,190,87375,2877,Bellfurt,76,Female,-0.78
2381,1820,"June 26, 2023 22:20:55",Incredible performance today—truly a masterclass in sportsmanship. #basketball #football,"#basketball, #football",Sports,144,444,144,44799,4465,South Melissa,24,Female,0.77
2382,3704,"October 10, 2023 01:53:14",Exploring new travel destinations and delicious cuisines—life is an adventure. #food,#food,Lifestyle,689,407,100,68624,716,Carlostown,36,Female,0.97
2383,1597,2023-04-15 03:36:44,What a game! That last-minute goal was simply unforgettable. #olympics,#olympics,Sports,993,73,78,7304,677,South Taylorville,42,Female,0.79
2384,2532,26-02-2023 19:49,Breaking: A startup's new product is creating major buzz in the tech world. #AI,#AI,Technology,13,313,159,78664,3158,Thompsonmouth,26,Female,-0.12
2385,4224,09-07-2023 07:09,Attended an inspiring tech conference—innovations are on the horizon. #startup #innovation,"#startup, #innovation",Technology,245,191,254,74152,3326,Sandratown,35,Female,0.92
2386,1513,"July 01, 2023 23:51:48",Living my best life—enjoying every moment and embracing wellness. #food,#food,Lifestyle,186,29,278,62619,1834,North Karen,14,Male,-0.19
2387,2526,04/17/2023 02:25 AM,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #travel #health,"#food, #travel, #health",Lifestyle,336,156,187,31964,1183,Timothyhaven,15,Male,-0.77
2388,2877,08-02-2023 05:36,Sports update: The championship match had fans on the edge of their seats. #olympics,#olympics,Sports,258,486,209,50486,1559,Nicolefort,18,Other,-0.32
2389,4972,2023-04-03 21:16:47,Celebrity update: The latest music release is topping the charts. #celebrity #music #movies,"#celebrity, #music, #movies",Entertainment,865,265,240,98151,3439,Thompsonbury,33,Female,1.0
2390,4843,09/02/2023 01:53 PM,Tech update: A breakthrough in AI is set to transform the industry. #AI #innovation,"#AI, #innovation",Technology,39,255,55,16586,1908,East Jessica,32,Female,0.25
2391,2699,17-06-2023 20:07,Stay informed: New government policies are reshaping public discourse. #policy #election,"#policy, #election",Politics,600,38,136,14874,1665,Port Stacey,33,Female,-0.32
2392,2029,2023-10-23 18:26:54,Political update: Today's debate on election integrity was intense. #policy #election,"#policy, #election",Politics,636,54,105,66382,3903,Joeview,52,Female,0.25
2393,1499,11/08/2023 05:03 PM,Celebrity update: The latest music release is topping the charts. #celebrity,#celebrity,Entertainment,961,27,68,14473,4755,East Jennifer,37,,
2394,2684,05-06-2023 23:20,Exploring new travel destinations and delicious cuisines—life is an adventure. #food,#food,Lifestyle,417,401,189,37776,4624,Davisland,45,Other,-0.9
2395,1716,2023-05-10 06:01:03,Tech update: A breakthrough in AI is set to transform the industry. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,985,424,191,3791,4733,South Robert,63,Female,-0.6
2396,2141,02/06/2023 11:31 AM,Living my best life—enjoying every moment and embracing wellness. #health #food #travel,"#health, #food, #travel",Lifestyle,350,117,277,44545,3915,South Garyview,32,Female,-0.96
2397,2508,17-12-2023 22:02,Sports update: The championship match had fans on the edge of their seats. #football #basketball,"#football, #basketball",Sports,8,369,31,25923,4738,Michaelfurt,31,Male,-0.49
2398,3648,02/07/2023 03:40 AM,Breaking news: Major policy changes have sparked debates in the parliament. #election #policy #debate,"#election, #policy, #debate",Politics,349,208,174,54664,2461,Thomasside,68,Other,0.48
2399,1665,"November 15, 2023 19:35:01",What a game! That last-minute goal was simply unforgettable. #olympics #basketball #football,"#olympics, #basketball, #football",Sports,83,74,257,67355,358,South Marcoborough,68,Female,-0.61
2400,4750,"March 19, 2023 23:28:40",Entertainment buzz: A star-studded event lit up the night. #music,#music,Entertainment,532,64,122,51454,4412,Sanderschester,13,Female,0.06
2401,3515,01/28/2023 03:43 PM,Celebrity update: The latest music release is topping the charts. #movies #celebrity,"#movies, #celebrity",Entertainment,988,336,84,87171,1882,Wilsonstad,51,Male,0.4
2402,3208,"October 03, 2023 03:52:42",What a game! That last-minute goal was simply unforgettable. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,792,355,215,93517,4831,Ricemouth,49,Female,0.1
2403,3317,"July 16, 2023 01:54:29",Living my best life—enjoying every moment and embracing wellness. #food #travel #health,"#food, #travel, #health",Lifestyle,357,99,215,6126,2357,East Kellymouth,30,Male,-0.97
2404,2079,12/13/2023 04:28 PM,Tech update: A breakthrough in AI is set to transform the industry. #AI,#AI,Technology,377,45,13,43596,2050,Wilcoxside,18,Female,-0.27
2405,1227,"June 17, 2023 09:48:07",What a game! That last-minute goal was simply unforgettable. #football,#football,Sports,171,315,36,14173,716,East Calebshire,34,Female,-0.12
